,contractSymbol,currency,contractSize,inTheMoney,impliedVolatility.raw,impliedVolatility.fmt,expiration.raw,expiration.fmt,expiration.longFmt,change.raw,change.fmt,strike.raw,strike.fmt,lastPrice.raw,lastPrice.fmt,openInterest.raw,openInterest.fmt,openInterest.longFmt,percentChange.raw,percentChange.fmt,ask.raw,ask.fmt,volume.raw,volume.fmt,volume.longFmt,lastTradeDate.raw,lastTradeDate.fmt,lastTradeDate.longFmt,bid.raw,bid.fmt
10,TSLA220715C00290000,USD,REGULAR,True,1.0000000000000003e-05,0.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,290.0,290.00,450.1,450.10,0,0,0,0,0.00%,0.0,0.00,1.0,1,1,1656343968,2022-06-27,2022-06-27T15:32,0.0,0.00
11,TSLA220715C00300000,USD,REGULAR,True,1.0000000000000003e-05,0.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,300.0,300.00,459.53,459.53,0,0,0,0,0.00%,0.0,0.00,2.0,2,2,1657297160,2022-07-08,2022-07-08T16:19,0.0,0.00
12,TSLA220715C00310000,USD,REGULAR,True,1.0000000000000003e-05,0.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,310.0,310.00,379.24,379.24,0,0,0,0,0.00%,0.0,0.00,9.0,9,9,1657043152,2022-07-05,2022-07-05T17:45,0.0,0.00
13,TSLA220715C00320000,USD,REGULAR,True,1.0000000000000003e-05,0.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,320.0,320.00,345.75,345.75,0,0,0,0,0.00%,0.0,0.00,,,,1656601557,2022-06-30,2022-06-30T15:05,0.0,0.00
14,TSLA220715C00330000,USD,REGULAR,True,1.0000000000000003e-05,0.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,330.0,330.00,419.69,419.69,2,2,2,0,0.00%,354.4,354.40,12.0,12,12,1654007256,2022-05-31,2022-05-31T14:27,352.65,352.65
15,TSLA220715C00340000,USD,REGULAR,True,1.0000000000000003e-05,0.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,340.0,340.00,375.2,375.20,0,0,0,0,0.00%,0.0,0.00,,,,1655914042,2022-06-22,2022-06-22T16:07,0.0,0.00
16,TSLA220715C00350000,USD,REGULAR,True,1.0000000000000003e-05,0.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,350.0,350.00,409.35,409.35,0,0,0,0,0.00%,0.0,0.00,44.0,44,44,1657295319,2022-07-08,2022-07-08T15:48,0.0,0.00
17,TSLA220715C00360000,USD,REGULAR,True,1.0000000000000003e-05,0.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,360.0,360.00,350.48,350.48,0,0,0,0,0.00%,0.0,0.00,,,,1655999358,2022-06-23,2022-06-23T15:49,0.0,0.00
18,TSLA220715C00370000,USD,REGULAR,True,1.0000000000000003e-05,0.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,370.0,370.00,352.1,352.10,0,0,0,0,0.00%,0.0,0.00,1.0,1,1,1655921307,2022-06-22,2022-06-22T18:08,0.0,0.00
19,TSLA220715C00375000,USD,REGULAR,True,1.0000000000000003e-05,0.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,375.0,375.00,313.55,313.55,0,0,0,0,0.00%,0.0,0.00,,,,1657131270,2022-07-06,2022-07-06T18:14,0.0,0.00
20,TSLA220715C00380000,USD,REGULAR,True,1.0000000000000003e-05,0.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,380.0,380.00,374.55,374.55,0,0,0,0,0.00%,0.0,0.00,2.0,2,2,1657308045,2022-07-08,2022-07-08T19:20,0.0,0.00
21,TSLA220715C00385000,USD,REGULAR,True,1.0000000000000003e-05,0.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,385.0,385.00,283.05,283.05,0,0,0,0,0.00%,0.0,0.00,,,,1656601696,2022-06-30,2022-06-30T15:08,0.0,0.00
22,TSLA220715C00390000,USD,REGULAR,True,1.0000000000000003e-05,0.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,390.0,390.00,264.25,264.25,0,0,0,0,0.00%,0.0,0.00,1.0,1,1,1657029089,2022-07-05,2022-07-05T13:51,0.0,0.00
23,TSLA220715C00395000,USD,REGULAR,True,1.0000000000000003e-05,0.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,395.0,395.00,299.9,299.90,0,0,0,0,0.00%,0.0,0.00,2.0,2,2,1657046661,2022-07-05,2022-07-05T18:44,0.0,0.00
24,TSLA220715C00400000,USD,REGULAR,True,1.0000000000000003e-05,0.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,400.0,400.00,357.35,357.35,0,0,0,0,0.00%,0.0,0.00,8.0,8,8,1657305372,2022-07-08,2022-07-08T18:36,0.0,0.00
25,TSLA220715C00405000,USD,REGULAR,True,1.0000000000000003e-05,0.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,405.0,405.00,279.88,279.88,0,0,0,0,0.00%,0.0,0.00,1.0,1,1,1657115244,2022-07-06,2022-07-06T13:47,0.0,0.00
26,TSLA220715C00410000,USD,REGULAR,True,1.0000000000000003e-05,0.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,410.0,410.00,282.04,282.04,0,0,0,0,0.00%,0.0,0.00,1.0,1,1,1657045827,2022-07-05,2022-07-05T18:30,0.0,0.00
27,TSLA220715C00415000,USD,REGULAR,True,1.0000000000000003e-05,0.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,415.0,415.00,273.75,273.75,0,0,0,0,0.00%,0.0,0.00,1.0,1,1,1657131270,2022-07-06,2022-07-06T18:14,0.0,0.00
28,TSLA220715C00420000,USD,REGULAR,True,1.0000000000000003e-05,0.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,420.0,420.00,260.6,260.60,0,0,0,0,0.00%,0.0,0.00,1.0,1,1,1657040888,2022-07-05,2022-07-05T17:08,0.0,0.00
29,TSLA220715C00425000,USD,REGULAR,True,1.0000000000000003e-05,0.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,425.0,425.00,263.75,263.75,0,0,0,0,0.00%,0.0,0.00,1.0,1,1,1657131277,2022-07-06,2022-07-06T18:14,0.0,0.00
30,TSLA220715C00430000,USD,REGULAR,True,1.0000000000000003e-05,0.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,430.0,430.00,235.3,235.30,0,0,0,0,0.00%,0.0,0.00,1.0,1,1,1656600977,2022-06-30,2022-06-30T14:56,0.0,0.00
31,TSLA220715C00435000,USD,REGULAR,True,1.0000000000000003e-05,0.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,435.0,435.00,253.85,253.85,0,0,0,0,0.00%,0.0,0.00,1.0,1,1,1657117282,2022-07-06,2022-07-06T14:21,0.0,0.00
32,TSLA220715C00440000,USD,REGULAR,True,1.0000000000000003e-05,0.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,440.0,440.00,239.05,239.05,0,0,0,0,0.00%,0.0,0.00,2.0,2,2,1656524659,2022-06-29,2022-06-29T17:44,0.0,0.00
33,TSLA220715C00445000,USD,REGULAR,True,1.0000000000000003e-05,0.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,445.0,445.00,309.18,309.18,0,0,0,0,0.00%,0.0,0.00,14.0,14,14,1657308103,2022-07-08,2022-07-08T19:21,0.0,0.00
34,TSLA220715C00450000,USD,REGULAR,True,1.0000000000000003e-05,0.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,450.0,450.00,314.0,314.00,0,0,0,0,0.00%,0.0,0.00,1.0,1,1,1657293880,2022-07-08,2022-07-08T15:24,0.0,0.00
35,TSLA220715C00455000,USD,REGULAR,True,1.0000000000000003e-05,0.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,455.0,455.00,201.92,201.92,0,0,0,0,0.00%,0.0,0.00,,,,1655149683,2022-06-13,2022-06-13T19:48,0.0,0.00
36,TSLA220715C00460000,USD,REGULAR,True,1.0000000000000003e-05,0.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,460.0,460.00,228.55,228.55,0,0,0,0,0.00%,0.0,0.00,2.0,2,2,1657044138,2022-07-05,2022-07-05T18:02,0.0,0.00
37,TSLA220715C00465000,USD,REGULAR,True,1.0000000000000003e-05,0.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,465.0,465.00,267.65,267.65,0,0,0,0,0.00%,0.0,0.00,1.0,1,1,1656356582,2022-06-27,2022-06-27T19:03,0.0,0.00
38,TSLA220715C00470000,USD,REGULAR,True,1.0000000000000003e-05,0.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,470.0,470.00,292.25,292.25,0,0,0,0,0.00%,0.0,0.00,4.0,4,4,1657294121,2022-07-08,2022-07-08T15:28,0.0,0.00
39,TSLA220715C00475000,USD,REGULAR,True,1.0000000000000003e-05,0.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,475.0,475.00,257.0,257.00,0,0,0,0,0.00%,0.0,0.00,1.0,1,1,1657221957,2022-07-07,2022-07-07T19:25,0.0,0.00
40,TSLA220715C00480000,USD,REGULAR,True,1.0000000000000003e-05,0.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,480.0,480.00,278.55,278.55,0,0,0,0,0.00%,0.0,0.00,10.0,10,10,1657304960,2022-07-08,2022-07-08T18:29,0.0,0.00
41,TSLA220715C00485000,USD,REGULAR,True,1.0000000000000003e-05,0.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,485.0,485.00,262.7,262.70,0,0,0,0,0.00%,0.0,0.00,,,,1656342074,2022-06-27,2022-06-27T15:01,0.0,0.00
42,TSLA220715C00490000,USD,REGULAR,True,1.0000000000000003e-05,0.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,490.0,490.00,263.37,263.37,0,0,0,0,0.00%,0.0,0.00,1.0,1,1,1657290563,2022-07-08,2022-07-08T14:29,0.0,0.00
43,TSLA220715C00495000,USD,REGULAR,True,1.0000000000000003e-05,0.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,495.0,495.00,259.38,259.38,0,0,0,0,0.00%,0.0,0.00,14.0,14,14,1657308103,2022-07-08,2022-07-08T19:21,0.0,0.00
44,TSLA220715C00500000,USD,REGULAR,True,1.0000000000000003e-05,0.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,500.0,500.00,253.08,253.08,0,0,0,0,0.00%,0.0,0.00,100.0,100,100,1657310253,2022-07-08,2022-07-08T19:57,0.0,0.00
45,TSLA220715C00505000,USD,REGULAR,True,1.0000000000000003e-05,0.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,505.0,505.00,176.08,176.08,0,0,0,0,0.00%,0.0,0.00,1.0,1,1,1657037953,2022-07-05,2022-07-05T16:19,0.0,0.00
46,TSLA220715C00510000,USD,REGULAR,True,1.0000000000000003e-05,0.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,510.0,510.00,243.09,243.09,0,0,0,0,0.00%,0.0,0.00,1.0,1,1,1657310094,2022-07-08,2022-07-08T19:54,0.0,0.00
47,TSLA220715C00515000,USD,REGULAR,True,1.0000000000000003e-05,0.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,515.0,515.00,183.89,183.89,0,0,0,0,0.00%,0.0,0.00,1.0,1,1,1657133179,2022-07-06,2022-07-06T18:46,0.0,0.00
48,TSLA220715C00520000,USD,REGULAR,True,1.0000000000000003e-05,0.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,520.0,520.00,209.18,209.18,0,0,0,0,0.00%,0.0,0.00,2.0,2,2,1657211835,2022-07-07,2022-07-07T16:37,0.0,0.00
49,TSLA220715C00525000,USD,REGULAR,True,1.0000000000000003e-05,0.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,525.0,525.00,207.35,207.35,0,0,0,0,0.00%,0.0,0.00,1.0,1,1,1657288813,2022-07-08,2022-07-08T14:00,0.0,0.00
50,TSLA220715C00530000,USD,REGULAR,True,1.0000000000000003e-05,0.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,530.0,530.00,205.02,205.02,0,0,0,0,0.00%,0.0,0.00,4.0,4,4,1657216562,2022-07-07,2022-07-07T17:56,0.0,0.00
51,TSLA220715C00535000,USD,REGULAR,True,1.0000000000000003e-05,0.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,535.0,535.00,221.9,221.90,0,0,0,0,0.00%,0.0,0.00,34.0,34,34,1657306521,2022-07-08,2022-07-08T18:55,0.0,0.00
52,TSLA220715C00540000,USD,REGULAR,True,1.0000000000000003e-05,0.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,540.0,540.00,214.2,214.20,0,0,0,0,0.00%,0.0,0.00,21.0,21,21,1657309463,2022-07-08,2022-07-08T19:44,0.0,0.00
53,TSLA220715C00545000,USD,REGULAR,True,1.0000000000000003e-05,0.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,545.0,545.00,136.73,136.73,0,0,0,0,0.00%,0.0,0.00,10.0,10,10,1656618006,2022-06-30,2022-06-30T19:40,0.0,0.00
54,TSLA220715C00550000,USD,REGULAR,True,1.0000000000000003e-05,0.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,550.0,550.00,204.0,204.00,0,0,0,0,0.00%,0.0,0.00,8.0,8,8,1657297742,2022-07-08,2022-07-08T16:29,0.0,0.00
55,TSLA220715C00555000,USD,REGULAR,True,1.0000000000000003e-05,0.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,555.0,555.00,179.22,179.22,0,0,0,0,0.00%,0.0,0.00,1.0,1,1,1657213212,2022-07-07,2022-07-07T17:00,0.0,0.00
56,TSLA220715C00560000,USD,REGULAR,True,1.0000000000000003e-05,0.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,560.0,560.00,193.44,193.44,0,0,0,0,0.00%,0.0,0.00,3.0,3,3,1657310095,2022-07-08,2022-07-08T19:54,0.0,0.00
57,TSLA220715C00565000,USD,REGULAR,True,1.0000000000000003e-05,0.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,565.0,565.00,170.0,170.00,0,0,0,0,0.00%,0.0,0.00,2.0,2,2,1657223932,2022-07-07,2022-07-07T19:58,0.0,0.00
58,TSLA220715C00570000,USD,REGULAR,True,1.0000000000000003e-05,0.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,570.0,570.00,183.25,183.25,0,0,0,0,0.00%,0.0,0.00,3.0,3,3,1657290585,2022-07-08,2022-07-08T14:29,0.0,0.00
59,TSLA220715C00575000,USD,REGULAR,True,1.0000000000000003e-05,0.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,575.0,575.00,184.2,184.20,0,0,0,0,0.00%,0.0,0.00,1.0,1,1,1657290956,2022-07-08,2022-07-08T14:35,0.0,0.00
60,TSLA220715C00580000,USD,REGULAR,True,1.0000000000000003e-05,0.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,580.0,580.00,173.0,173.00,0,0,0,0,0.00%,0.0,0.00,3.0,3,3,1657310305,2022-07-08,2022-07-08T19:58,0.0,0.00
61,TSLA220715C00585000,USD,REGULAR,True,1.0000000000000003e-05,0.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,585.0,585.00,170.55,170.55,0,0,0,0,0.00%,0.0,0.00,22.0,22,22,1657309444,2022-07-08,2022-07-08T19:44,0.0,0.00
62,TSLA220715C00590000,USD,REGULAR,True,1.0000000000000003e-05,0.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,590.0,590.00,171.7,171.70,0,0,0,0,0.00%,0.0,0.00,2.0,2,2,1657295574,2022-07-08,2022-07-08T15:52,0.0,0.00
63,TSLA220715C00595000,USD,REGULAR,True,1.0000000000000003e-05,0.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,595.0,595.00,139.86,139.86,0,0,0,0,0.00%,0.0,0.00,10.0,10,10,1657287557,2022-07-08,2022-07-08T13:39,0.0,0.00
64,TSLA220715C00600000,USD,REGULAR,True,1.0000000000000003e-05,0.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,600.0,600.00,154.0,154.00,0,0,0,0,0.00%,0.0,0.00,90.0,90,90,1657309908,2022-07-08,2022-07-08T19:51,0.0,0.00
65,TSLA220715C00605000,USD,REGULAR,True,1.0000000000000003e-05,0.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,605.0,605.00,155.39,155.39,0,0,0,0,0.00%,0.0,0.00,2.0,2,2,1657291288,2022-07-08,2022-07-08T14:41,0.0,0.00
66,TSLA220715C00610000,USD,REGULAR,True,1.0000000000000003e-05,0.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,610.0,610.00,150.0,150.00,0,0,0,0,0.00%,0.0,0.00,29.0,29,29,1657290866,2022-07-08,2022-07-08T14:34,0.0,0.00
67,TSLA220715C00615000,USD,REGULAR,True,1.0000000000000003e-05,0.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,615.0,615.00,144.1,144.10,0,0,0,0,0.00%,0.0,0.00,4.0,4,4,1657292375,2022-07-08,2022-07-08T14:59,0.0,0.00
68,TSLA220715C00620000,USD,REGULAR,True,1.0000000000000003e-05,0.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,620.0,620.00,134.56,134.56,0,0,0,0,0.00%,0.0,0.00,153.0,153,153,1657309783,2022-07-08,2022-07-08T19:49,0.0,0.00
69,TSLA220715C00625000,USD,REGULAR,True,1.0000000000000003e-05,0.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,625.0,625.00,130.11,130.11,0,0,0,0,0.00%,0.0,0.00,14.0,14,14,1657309900,2022-07-08,2022-07-08T19:51,0.0,0.00
70,TSLA220715C00630000,USD,REGULAR,True,1.0000000000000003e-05,0.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,630.0,630.00,124.15,124.15,0,0,0,0,0.00%,0.0,0.00,189.0,189,189,1657310360,2022-07-08,2022-07-08T19:59,0.0,0.00
71,TSLA220715C00635000,USD,REGULAR,True,1.0000000000000003e-05,0.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,635.0,635.00,110.0,110.00,0,0,0,0,0.00%,0.0,0.00,4.0,4,4,1657289503,2022-07-08,2022-07-08T14:11,0.0,0.00
72,TSLA220715C00640000,USD,REGULAR,True,1.0000000000000003e-05,0.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,640.0,640.00,113.99,113.99,0,0,0,0,0.00%,0.0,0.00,40.0,40,40,1657310395,2022-07-08,2022-07-08T19:59,0.0,0.00
73,TSLA220715C00645000,USD,REGULAR,True,1.0000000000000003e-05,0.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,645.0,645.00,112.74,112.74,0,0,0,0,0.00%,0.0,0.00,17.0,17,17,1657307546,2022-07-08,2022-07-08T19:12,0.0,0.00
74,TSLA220715C00650000,USD,REGULAR,True,1.0000000000000003e-05,0.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,650.0,650.00,104.94,104.94,0,0,0,0,0.00%,0.0,0.00,459.0,459,459,1657310351,2022-07-08,2022-07-08T19:59,0.0,0.00
75,TSLA220715C00655000,USD,REGULAR,True,1.0000000000000003e-05,0.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,655.0,655.00,100.06,100.06,0,0,0,0,0.00%,0.0,0.00,79.0,79,79,1657310351,2022-07-08,2022-07-08T19:59,0.0,0.00
76,TSLA220715C00660000,USD,REGULAR,True,1.0000000000000003e-05,0.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,660.0,660.00,95.13,95.13,0,0,0,0,0.00%,0.0,0.00,2318.0,"2,318","2,318",1657310309,2022-07-08,2022-07-08T19:58,0.0,0.00
77,TSLA220715C00665000,USD,REGULAR,True,1.0000000000000003e-05,0.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,665.0,665.00,90.64,90.64,0,0,0,0,0.00%,0.0,0.00,71.0,71,71,1657310337,2022-07-08,2022-07-08T19:58,0.0,0.00
78,TSLA220715C00667500,USD,REGULAR,True,1.0000000000000003e-05,0.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,667.5,667.50,90.4,90.40,0,0,0,0,0.00%,0.0,0.00,17.0,17,17,1657307926,2022-07-08,2022-07-08T19:18,0.0,0.00
79,TSLA220715C00670000,USD,REGULAR,True,1.0000000000000003e-05,0.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,670.0,670.00,85.92,85.92,0,0,0,0,0.00%,0.0,0.00,217.0,217,217,1657310336,2022-07-08,2022-07-08T19:58,0.0,0.00
80,TSLA220715C00672500,USD,REGULAR,True,1.0000000000000003e-05,0.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,672.5,672.50,84.7,84.70,0,0,0,0,0.00%,0.0,0.00,3.0,3,3,1657308189,2022-07-08,2022-07-08T19:23,0.0,0.00
81,TSLA220715C00675000,USD,REGULAR,True,1.0000000000000003e-05,0.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,675.0,675.00,81.09,81.09,0,0,0,0,0.00%,0.0,0.00,120.0,120,120,1657310397,2022-07-08,2022-07-08T19:59,0.0,0.00
82,TSLA220715C00677500,USD,REGULAR,True,1.0000000000000003e-05,0.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,677.5,677.50,83.93,83.93,0,0,0,0,0.00%,0.0,0.00,10.0,10,10,1657306228,2022-07-08,2022-07-08T18:50,0.0,0.00
83,TSLA220715C00680000,USD,REGULAR,True,1.0000000000000003e-05,0.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,680.0,680.00,77.03,77.03,0,0,0,0,0.00%,0.0,0.00,300.0,300,300,1657310340,2022-07-08,2022-07-08T19:59,0.0,0.00
84,TSLA220715C00682500,USD,REGULAR,True,1.0000000000000003e-05,0.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,682.5,682.50,74.78,74.78,0,0,0,0,0.00%,0.0,0.00,24.0,24,24,1657301333,2022-07-08,2022-07-08T17:28,0.0,0.00
85,TSLA220715C00685000,USD,REGULAR,True,1.0000000000000003e-05,0.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,685.0,685.00,73.1,73.10,0,0,0,0,0.00%,0.0,0.00,110.0,110,110,1657309910,2022-07-08,2022-07-08T19:51,0.0,0.00
86,TSLA220715C00687500,USD,REGULAR,True,1.0000000000000003e-05,0.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,687.5,687.50,69.1,69.10,0,0,0,0,0.00%,0.0,0.00,15.0,15,15,1657297790,2022-07-08,2022-07-08T16:29,0.0,0.00
87,TSLA220715C00690000,USD,REGULAR,True,1.0000000000000003e-05,0.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,690.0,690.00,67.55,67.55,0,0,0,0,0.00%,0.0,0.00,282.0,282,282,1657310350,2022-07-08,2022-07-08T19:59,0.0,0.00
88,TSLA220715C00692500,USD,REGULAR,True,1.0000000000000003e-05,0.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,692.5,692.50,62.7,62.70,0,0,0,0,0.00%,0.0,0.00,34.0,34,34,1657300092,2022-07-08,2022-07-08T17:08,0.0,0.00
89,TSLA220715C00695000,USD,REGULAR,True,1.0000000000000003e-05,0.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,695.0,695.00,64.83,64.83,0,0,0,0,0.00%,0.0,0.00,274.0,274,274,1657309708,2022-07-08,2022-07-08T19:48,0.0,0.00
90,TSLA220715C00700000,USD,REGULAR,True,1.0000000000000003e-05,0.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,700.0,700.00,59.44,59.44,0,0,0,0,0.00%,0.0,0.00,1598.0,"1,598","1,598",1657310386,2022-07-08,2022-07-08T19:59,0.0,0.00
91,TSLA220715C00705000,USD,REGULAR,True,1.0000000000000003e-05,0.00%,1657843200,2022-07-15,2022-07-15T00:00,0,0.00,705.0,705.00,55.91,55.91,0,0,0,0,0.00%,0.0,0.00,502.0,502,502,1657310252,2022-07-08,2022-07-08T19:57,0.0,0.00
